"Date","Price","Open","High","Low","Vol.","Change %"
"09/05/2025","41,607.81","42,157.48","42,202.80","41,468.18","354.23M","-0.91%"
"09/04/2025","41,989.71","41,843.47","42,088.99","41,716.34","471.87M","0.49%"
"09/03/2025","41,784.66","41,979.17","42,039.92","41,690.61","347.04M","0.14%"
"09/02/2025","41,727.58","42,451.42","42,501.09","41,705.77","406.29M","-1.61%"
"09/01/2025","42,409.71","42,378.37","42,580.61","42,280.97","359.69M","0.51%"
"08/29/2025","42,196.20","42,303.17","42,454.31","42,155.84","515.65M","-0.59%"
"08/28/2025","42,447.10","42,359.82","42,687.54","42,293.42","929.76M","0.23%"
"08/27/2025","42,349.41","42,733.76","42,810.63","42,203.29","375.88M","-0.72%"
"08/26/2025","42,654.95","42,944.88","42,944.88","42,653.42","598.52M","-1.32%"
"08/25/2025","43,227.70","43,160.26","43,432.16","43,132.11","273.95M","-0.19%"
"08/22/2025","43,310.28","42,933.57","43,564.12","42,928.94","311.84M","0.69%"
"08/21/2025","43,013.44","42,902.95","43,069.42","42,783.10","293.83M","0.35%"
"08/20/2025","42,864.81","42,901.40","42,985.19","42,811.26","292.94M","-0.36%"
"08/19/2025","43,021.22","42,774.18","43,029.30","42,738.58","399.42M","0.89%"
"08/18/2025","42,641.72","42,827.26","42,827.26","42,496.73","392.84M","-0.03%"
"08/14/2025","42,653.97","42,281.42","42,687.71","42,263.24","433.19M","1.11%"
"08/13/2025","42,186.37","42,013.70","42,277.40","42,000.20","333.11M","0.60%"
"08/12/2025","41,935.42","41,725.64","41,978.36","41,705.06","310.47M","0.85%"
"08/11/2025","41,583.59","41,748.77","41,821.02","41,526.31","361.79M","-0.10%"
"08/08/2025","41,623.86","41,504.71","41,897.64","41,461.15","402.31M","0.56%"
"08/07/2025","41,392.99","41,120.53","41,411.97","41,041.99","442.11M","0.93%"
"08/06/2025","41,009.73","40,883.40","41,055.53","40,823.39","594.24M","0.65%"
"08/05/2025","40,743.52","40,877.46","40,900.78","40,536.12","343.84M","0.11%"
"08/04/2025","40,697.38","40,159.28","40,760.81","40,153.43","364.75M","1.89%"
"08/01/2025","39,942.82","40,682.47","40,685.52","39,714.43","503.09M","-2.55%"
"07/31/2025","40,987.69","41,797.44","41,800.86","40,898.45","484.84M","-1.56%"
"07/30/2025","41,637.73","41,184.42","41,749.29","41,132.62","457.81M","0.98%"
"07/29/2025","41,234.31","40,817.25","41,373.41","40,817.25","391.08M","1.23%"
"07/28/2025","40,732.34","41,097.25","41,210.93","40,665.36","345.83M","0.01%"
"07/25/2025","40,726.26","40,574.51","40,810.17","40,423.48","333.21M","0.31%"
"07/24/2025","40,599.68","41,077.74","41,136.28","40,441.43","490.61M","-0.24%"
"07/23/2025","40,697.49","40,508.22","40,991.39","40,435.66","509.12M","1.33%"
"07/22/2025","40,165.15","40,080.31","40,215.27","39,947.11","252.26M","0.00%"
"07/21/2025","40,166.60","40,138.54","40,171.94","39,870.24","272.11M","-0.36%"
"07/18/2025","40,311.99","40,284.13","40,402.95","40,239.79","321.89M","0.46%"
"07/17/2025","40,128.70","40,055.05","40,130.36","39,877.90","239.11M","0.92%"
"07/16/2025","39,762.52","39,815.99","40,108.19","39,752.68","314.93M","-0.40%"
"07/15/2025","39,921.25","40,280.86","40,342.83","39,906.59","281.69M","-0.66%"
"07/14/2025","40,186.35","39,675.27","40,189.61","39,649.86","313.79M","0.27%"
"07/11/2025","40,077.88","40,428.20","40,490.47","39,869.47","354.23M","-1.11%"
"07/10/2025","40,528.17","40,951.56","40,965.75","40,514.09","430.68M","-0.72%"
"07/09/2025","40,821.31","40,322.95","40,821.86","40,263.35","491.82M","1.59%"
"07/08/2025","40,182.62","40,017.22","40,233.41","39,825.85","373.36M","0.67%"
"07/07/2025","39,914.25","39,618.20","39,930.03","39,580.69","346.71M","0.74%"
"07/04/2025","39,622.11","39,875.23","39,936.93","39,544.65","282.29M","-0.80%"
"07/03/2025","39,943.15","39,860.05","39,944.83","39,605.13","397.91M","0.40%"
"07/02/2025","39,785.28","39,755.44","39,889.81","39,520.56","464.78M","0.57%"
"07/01/2025","39,561.30","39,754.14","39,763.07","39,480.65","365.32M","-0.58%"
"06/30/2025","39,792.22","39,893.27","39,895.37","39,598.83","340.02M","0.13%"
"06/27/2025","39,742.21","39,586.28","39,742.21","39,346.31","316.69M","0.99%"
"06/26/2025","39,351.32","39,435.31","39,547.39","39,114.99","475.87M","0.08%"
"06/25/2025","39,319.14","39,613.08","39,651.18","39,237.57","392.02M","-0.39%"
"06/24/2025","39,474.46","39,452.40","39,526.73","39,279.91","505.30M","1.63%"
"06/23/2025","38,840.51","38,915.67","39,140.86","38,605.47","424.30M","-1.00%"
"06/20/2025","39,231.35","39,105.16","39,514.43","39,041.46","771.34M","0.74%"
"06/19/2025","38,942.19","39,261.50","39,319.52","38,940.60","439.87M","-1.21%"
"06/18/2025","39,418.61","39,446.01","39,546.48","39,230.31","559.23M","0.08%"
"06/17/2025","39,387.22","39,668.33","39,677.05","39,295.87","411.99M","-1.36%"
"06/16/2025","39,929.18","39,558.15","39,929.83","39,557.07","434.19M","1.24%"
"06/13/2025","39,438.75","39,397.10","39,584.33","39,199.89","528.85M","-1.28%"
"06/12/2025","39,948.39","39,904.94","40,077.75","39,603.34","370.68M","-0.58%"
"06/11/2025","40,180.24","40,260.25","40,351.77","40,020.34","363.55M","-0.07%"
"06/10/2025","40,207.57","40,509.90","40,533.60","40,207.57","414.22M","-0.63%"
"06/09/2025","40,461.79","40,603.54","40,675.72","40,374.27","301.27M","-0.35%"
"06/06/2025","40,601.94","40,327.21","40,650.54","40,257.11","364.16M","0.55%"
"06/05/2025","40,379.29","40,046.31","40,379.60","39,979.00","420.92M","0.74%"
"06/04/2025","40,080.88","40,223.72","40,238.53","39,849.42","486.47M","0.02%"
"06/03/2025","40,074.47","40,093.43","40,120.55","39,626.72","380.79M","0.23%"
"06/02/2025","39,984.15","39,954.76","40,151.97","39,692.78","354.58M","-0.26%"
"05/30/2025","40,087.40","40,009.55","40,350.20","39,994.56","690.59M","0.26%"
"05/29/2025","39,982.97","40,429.05","40,444.77","39,909.50","406.57M","-0.36%"
"05/28/2025","40,127.75","40,205.35","40,484.80","40,122.07","451.38M","0.01%"
"05/27/2025","40,124.90","40,032.22","40,277.52","39,958.41","985.64M","0.34%"
"05/26/2025","39,988.48","40,061.83","40,110.93","39,806.28","314.43M","1.30%"
"05/23/2025","39,475.36","40,306.76","40,359.25","38,877.30","692.18M","-1.94%"
"05/22/2025","40,256.59","40,365.92","40,377.04","40,064.38","459.75M","-0.73%"
"05/21/2025","40,551.22","40,511.68","40,631.05","40,302.57","484.33M","0.07%"
"05/20/2025","40,522.44","40,343.80","40,523.36","40,155.41","439.78M","0.89%"
"05/19/2025","40,166.77","40,022.16","40,168.11","39,822.66","530.01M","-1.20%"
"05/16/2025","40,656.26","40,541.00","40,708.60","40,468.75","623.05M","0.59%"
"05/15/2025","40,418.82","40,193.51","40,418.82","40,074.43","531.67M","0.15%"
"05/14/2025","40,356.68","40,097.11","40,356.68","39,983.80","544.63M","0.70%"
"05/13/2025","40,077.49","39,925.17","40,105.95","39,890.04","500.60M","0.39%"
"05/12/2025","39,921.61","39,956.65","40,207.47","39,634.59","783.41M","1.40%"
"05/09/2025","39,369.99","39,203.46","39,481.56","39,130.89","710.93M","1.02%"
"05/08/2025","38,974.30","38,479.52","38,989.49","38,422.69","930.13M","1.71%"
"05/07/2025","38,319.89","38,518.98","38,687.84","38,269.63","448.38M","-0.62%"
"05/06/2025","38,560.25","38,577.20","38,635.27","38,095.61","582.63M","0.22%"
"05/05/2025","38,475.55","38,311.38","38,503.10","38,164.43","345.39M","0.39%"
"05/02/2025","38,327.94","38,063.87","38,347.75","37,902.31","510.60M","1.92%"
"04/30/2025","37,604.82","38,022.73","38,123.70","37,131.19","658.79M","-0.71%"
"04/29/2025","37,874.75","37,646.74","37,900.68","37,574.67","529.46M","1.09%"
"04/28/2025","37,465.52","37,582.33","37,718.31","37,430.85","445.80M","0.31%"
"04/25/2025","37,348.38","37,060.44","37,368.80","36,882.03","460.49M","1.47%"
"04/24/2025","36,808.69","36,426.54","36,891.40","36,393.78","554.99M","0.96%"
"04/23/2025","36,457.68","36,376.05","36,535.63","36,219.93","638.60M","1.42%"
"04/22/2025","35,947.89","35,731.21","35,947.89","35,508.53","552.51M","-0.09%"
"04/17/2025","35,980.43","36,046.43","36,134.92","35,796.07","437.80M","-0.24%"
"04/16/2025","36,067.57","35,570.54","36,067.57","35,336.53","658.05M","0.62%"
"04/15/2025","35,843.82","35,188.55","35,890.91","35,188.55","621.20M","2.39%"
"04/14/2025","35,007.14","34,640.29","35,115.64","34,582.67","672.65M","2.88%"
"04/11/2025","34,027.83","34,613.01","34,661.70","33,580.80","486.80M","-0.73%"
"04/10/2025","34,277.09","32,784.53","35,468.93","32,769.28","964.78M","4.73%"
"04/09/2025","32,730.57","32,622.58","33,149.54","32,182.22","749.83M","-2.75%"
"04/08/2025","33,657.05","33,361.00","34,068.27","32,663.62","893.76M","2.44%"
"04/07/2025","32,853.98","34,285.71","34,408.30","31,945.73","1.40B","-5.18%"
"04/04/2025","34,649.22","36,639.62","36,762.30","34,090.54","1.50B","-6.53%"
"04/03/2025","37,070.83","37,640.46","37,942.07","37,006.92","933.37M","-3.60%"
"04/02/2025","38,454.20","38,426.91","38,562.68","38,042.78","572.72M","-0.27%"
"04/01/2025","38,557.38","38,240.40","38,623.58","38,154.06","689.02M","1.33%"
"03/31/2025","38,051.99","38,440.39","38,440.85","37,874.46","751.27M","-1.77%"
"03/28/2025","38,739.30","39,031.69","39,095.99","38,636.18","775.21M","-0.92%"
"03/27/2025","39,098.86","38,700.79","39,191.36","38,432.51","1.09B","0.10%"
"03/26/2025","39,058.10","39,560.84","39,604.21","39,025.52","606.16M","-0.83%"
"03/25/2025","39,384.95","39,089.56","39,498.66","39,083.80","648.79M","1.06%"
"03/24/2025","38,972.81","39,261.54","39,368.45","38,881.06","757.81M","-0.16%"
"03/21/2025","39,035.71","38,975.36","39,232.29","38,862.42","829.68M","-0.39%"
"03/20/2025","39,188.17","39,775.46","39,825.91","38,946.47","585.65M","-1.32%"
"03/19/2025","39,712.66","39,417.56","39,752.78","39,375.11","441.98M","0.45%"
"03/18/2025","39,533.71","39,183.56","39,569.03","39,154.14","806.43M","1.31%"
"03/17/2025","39,022.40","38,691.12","39,063.41","38,591.55","563.51M","0.95%"
"03/14/2025","38,655.30","37,955.01","38,661.35","37,783.81","988.25M","1.73%"
"03/13/2025","37,999.73","38,111.75","38,385.22","37,857.84","572.83M","-0.80%"
"03/12/2025","38,307.11","38,011.49","38,379.86","37,961.27","417.18M","1.61%"
"03/11/2025","37,698.31","38,344.82","38,381.13","37,532.96","558.64M","-1.38%"
"03/10/2025","38,225.82","38,817.35","38,884.46","38,085.51","543.97M","-0.95%"
"03/07/2025","38,592.81","38,571.68","38,802.33","38,321.96","596.53M","-0.48%"
"03/06/2025","38,779.67","38,817.96","38,930.99","38,359.48","696.97M","0.68%"
"03/05/2025","38,519.40","38,256.36","38,762.14","38,149.73","659.68M","2.08%"
"03/04/2025","37,736.16","38,708.36","38,813.92","37,558.40","802.66M","-3.41%"
"03/03/2025","39,069.40","38,644.20","39,247.52","38,403.69","526.16M","1.07%"
"02/28/2025","38,655.09","38,415.19","38,691.28","38,323.82","637.79M","0.08%"
"02/27/2025","38,622.84","39,043.93","39,046.02","38,379.55","548.30M","-1.53%"
"02/26/2025","39,224.71","38,825.64","39,251.82","38,798.41","693.42M","1.32%"
"02/25/2025","38,714.52","38,323.34","38,909.95","38,303.20","532.24M","0.63%"
"02/24/2025","38,472.56","38,432.53","38,594.07","38,155.46","613.63M","0.13%"
"02/21/2025","38,421.05","38,405.06","38,492.26","38,284.55","463.32M","0.45%"
"02/20/2025","38,249.03","38,404.65","38,531.73","38,179.30","471.87M","-0.26%"
"02/19/2025","38,348.16","38,665.74","38,882.95","38,320.27","924.14M","-0.53%"
"02/18/2025","38,554.15","38,466.65","38,580.51","38,418.34","686.05M","0.59%"
"02/17/2025","38,327.72","37,998.32","38,422.78","37,997.13","802.87M","0.92%"
"02/14/2025","37,977.59","37,878.93","38,152.37","37,835.64","1.37B","0.18%"
"02/13/2025","37,908.05","37,769.92","37,908.05","37,547.40","1.20B","1.00%"
"02/12/2025","37,531.19","37,738.54","37,803.48","37,519.16","762.45M","-0.14%"
"02/11/2025","37,582.05","37,302.84","37,584.85","37,133.36","732.37M","0.91%"
"02/10/2025","37,242.17","37,121.50","37,260.11","37,076.57","948.72M","0.50%"
"02/07/2025","37,055.70","37,123.31","37,181.94","36,971.12","1.36B","-0.18%"
"02/06/2025","37,121.77","36,709.22","37,121.77","36,654.79","711.83M","1.48%"
"02/05/2025","36,581.48","36,597.09","36,600.48","36,407.58","454.55M","-0.38%"
"02/04/2025","36,719.35","36,341.51","36,720.36","35,914.10","560.55M","1.38%"
"02/03/2025","36,218.98","35,928.85","36,303.14","35,816.01","509.67M","-0.69%"
"01/31/2025","36,471.75","36,552.32","36,628.29","36,378.17","343.67M","0.12%"
"01/30/2025","36,429.72","36,464.71","36,475.47","36,297.52","523.87M","0.16%"
"01/29/2025","36,371.67","36,294.88","36,409.53","36,162.85","414.19M","0.62%"
"01/28/2025","36,147.06","36,254.68","36,500.97","36,121.60","855.45M","-0.12%"
"01/27/2025","36,191.17","36,109.71","36,337.29","35,897.88","462.19M","-0.03%"
"01/24/2025","36,200.72","36,300.03","36,472.55","36,119.07","532.69M","0.24%"
"01/23/2025","36,112.84","35,854.09","36,124.30","35,789.02","430.42M","0.72%"
"01/22/2025","35,854.07","36,098.74","36,222.68","35,821.18","562.24M","-0.57%"
"01/21/2025","36,059.17","36,082.06","36,138.63","35,922.44","393.68M","-0.23%"
"01/20/2025","36,143.83","36,242.67","36,351.15","36,074.56","668.31M","-0.34%"
"01/17/2025","36,267.63","35,941.39","36,314.18","35,929.99","496.29M","1.25%"
"01/16/2025","35,819.79","35,889.69","36,011.16","35,767.95","482.66M","0.48%"
"01/15/2025","35,646.96","35,232.03","35,701.45","35,176.70","596.61M","1.49%"
"01/14/2025","35,124.59","35,023.87","35,218.82","34,981.38","585.84M","0.93%"
"01/13/2025","34,799.27","34,968.71","35,005.05","34,619.53","366.75M","-0.83%"
"01/10/2025","35,090.23","35,375.22","35,433.29","35,090.23","530.21M","-0.64%"
"01/09/2025","35,315.51","34,960.65","35,390.78","34,854.63","363.84M","0.59%"
"01/08/2025","35,108.74","34,940.46","35,268.26","34,843.04","493.19M","0.49%"
"01/07/2025","34,938.90","34,723.86","34,952.25","34,356.31","505.45M","0.45%"
"01/06/2025","34,780.81","34,257.18","34,781.53","34,167.01","375.53M","1.91%"
"01/03/2025","34,127.62","34,372.27","34,377.11","34,052.29","338.24M","-0.72%"
"01/02/2025","34,374.77","34,348.16","34,456.18","33,780.24","365.12M","0.55%"
"12/30/2024","34,186.18","34,062.02","34,339.73","33,966.30","257.12M","0.07%"
"12/27/2024","34,160.97","33,821.18","34,160.97","33,623.67","299.54M","1.25%"
"12/23/2024","33,739.90","33,648.38","33,849.64","33,541.40","327.67M","-0.08%"
"12/20/2024","33,766.29","33,519.24","33,792.62","33,266.92","855.66M","-0.06%"
"12/19/2024","33,787.00","34,026.24","34,170.28","33,708.16","978.56M","-1.78%"
"12/18/2024","34,400.99","34,318.44","34,505.14","34,210.01","557.31M","0.25%"
"12/17/2024","34,315.24","34,474.13","34,601.64","34,237.82","1.17B","-1.22%"
"12/16/2024","34,740.25","34,904.59","35,004.86","34,659.93","803.00M","-0.43%"
"12/13/2024","34,888.79","34,906.79","35,007.21","34,821.23","695.10M","0.09%"
"12/12/2024","34,857.37","34,841.03","34,959.21","34,828.52","495.36M","0.36%"
"12/11/2024","34,731.31","34,557.84","34,753.10","34,537.73","544.91M","0.60%"
"12/10/2024","34,524.70","34,544.35","34,621.04","34,394.03","404.77M","-0.10%"
"12/09/2024","34,559.83","34,955.11","34,965.31","34,552.82","420.21M","-0.55%"
"12/06/2024","34,749.50","34,658.93","34,886.00","34,648.82","448.16M","0.36%"
"12/05/2024","34,626.28","34,121.12","34,652.26","34,117.03","538.47M","1.59%"
"12/04/2024","34,083.91","33,937.44","34,270.87","33,935.51","433.11M","0.75%"
"12/03/2024","33,829.34","33,614.24","33,958.37","33,608.58","414.51M","1.03%"
"12/02/2024","33,483.17","33,238.13","33,598.02","33,100.31","426.77M","0.21%"
"11/29/2024","33,414.56","33,155.78","33,422.29","33,105.83","380.27M","0.46%"
"11/28/2024","33,260.13","33,235.76","33,358.02","33,145.09","288.00M","0.51%"
"11/27/2024","33,089.72","32,993.44","33,089.89","32,709.22","334.98M","-0.23%"
"11/26/2024","33,167.64","33,242.34","33,389.78","32,988.40","449.82M","-0.78%"
"11/25/2024","33,427.72","33,665.72","33,708.38","33,291.16","823.03M","-0.20%"
"11/22/2024","33,494.83","33,503.32","33,541.37","32,959.88","428.63M","0.60%"
"11/21/2024","33,294.96","33,251.82","33,329.85","32,859.66","387.01M","0.20%"
"11/20/2024","33,227.70","33,529.92","33,544.04","33,131.02","338.45M","-0.29%"
"11/19/2024","33,324.73","33,787.78","33,830.17","32,787.77","544.26M","-1.28%"
"11/18/2024","33,758.43","33,888.98","33,890.26","33,489.81","439.31M","-1.27%"
"11/15/2024","34,191.79","34,264.71","34,470.36","34,145.29","461.80M","-0.48%"
"11/14/2024","34,358.16","33,814.81","34,364.76","33,745.49","895.77M","1.93%"
"11/13/2024","33,707.52","33,575.48","33,856.30","33,475.16","411.59M","0.30%"
"11/12/2024","33,607.14","34,076.73","34,169.01","33,604.16","525.44M","-2.15%"
"11/11/2024","34,343.83","34,087.37","34,380.71","34,034.93","354.10M","1.56%"
"11/08/2024","33,816.58","33,991.69","33,995.38","33,602.43","482.79M","-0.48%"
"11/07/2024","33,981.23","34,095.70","34,375.85","33,935.11","506.58M","0.12%"
"11/06/2024","33,940.72","34,614.99","34,968.58","33,829.43","624.76M","-1.54%"
"11/05/2024","34,472.06","34,545.90","34,706.16","34,343.88","342.39M","-0.20%"
"11/04/2024","34,540.73","34,667.60","34,818.88","34,536.52","344.77M","-0.39%"
"11/01/2024","34,676.17","34,314.35","34,766.14","34,281.69","328.99M","1.15%"
"10/31/2024","34,281.24","34,192.31","34,463.91","34,079.61","426.01M","-0.64%"
"10/30/2024","34,502.70","34,766.84","34,783.35","34,359.79","398.15M","-1.21%"
"10/29/2024","34,925.59","35,126.88","35,245.16","34,901.26","345.44M","-0.26%"
"10/28/2024","35,016.44","34,959.66","35,032.02","34,697.82","333.32M","0.69%"
"10/25/2024","34,776.10","34,726.82","34,883.91","34,633.74","357.48M","0.22%"
"10/24/2024","34,698.81","34,776.70","35,014.27","34,698.81","385.20M","0.00%"
"10/23/2024","34,697.23","34,674.65","34,827.50","34,625.41","506.48M","-0.10%"
"10/22/2024","34,733.52","34,936.83","34,945.78","34,510.87","343.03M","-0.64%"
"10/21/2024","34,955.95","35,182.09","35,277.61","34,953.56","333.49M","-0.71%"
"10/18/2024","35,204.26","35,032.96","35,205.78","35,005.72","429.28M","0.47%"
"10/17/2024","35,038.73","34,774.83","35,148.57","34,774.19","456.58M","1.09%"
"10/16/2024","34,660.00","34,423.55","34,720.46","34,408.94","458.24M","0.24%"
"10/15/2024","34,578.45","34,736.97","34,880.40","34,543.21","492.75M","-0.29%"
"10/14/2024","34,680.55","34,419.94","34,691.21","34,329.45","401.59M","1.09%"
"10/11/2024","34,308.01","34,080.13","34,312.10","33,978.99","641.89M","0.68%"
"10/10/2024","34,077.42","33,935.25","34,100.09","33,900.52","426.23M","0.43%"
"10/09/2024","33,933.03","33,744.40","33,933.63","33,603.37","351.43M","0.59%"
"10/08/2024","33,733.90","33,650.04","33,886.79","33,503.20","327.29M","-0.24%"
"10/07/2024","33,814.52","33,717.63","33,842.27","33,448.09","395.30M","0.66%"
"10/04/2024","33,594.12","33,197.99","33,661.10","33,197.99","504.67M","1.28%"
"10/03/2024","33,170.03","33,573.59","33,635.10","33,128.97","677.51M","-1.50%"
"10/02/2024","33,675.26","33,728.01","33,969.75","33,494.21","421.99M","-0.28%"
"10/01/2024","33,771.08","34,231.23","34,248.62","33,695.17","486.52M","-1.04%"
"09/30/2024","34,125.26","34,599.89","34,623.16","34,085.34","487.92M","-1.73%"
"09/27/2024","34,727.40","34,397.13","34,737.62","34,353.64","372.63M","0.92%"
"09/26/2024","34,409.34","34,084.26","34,440.52","34,084.26","503.97M","1.68%"
"09/25/2024","33,840.54","33,764.25","33,987.58","33,698.77","250.81M","-0.12%"
"09/24/2024","33,881.26","33,882.81","33,951.76","33,762.31","336.85M","0.60%"
"09/23/2024","33,679.80","33,764.62","33,790.31","33,484.91","338.46M","-0.24%"
"09/20/2024","33,762.25","33,906.14","33,995.49","33,731.91","913.86M","-0.83%"
"09/19/2024","34,044.86","33,986.19","34,047.70","33,768.90","600.13M","1.16%"
"09/18/2024","33,655.49","33,800.78","33,861.17","33,607.09","592.49M","-0.37%"
"09/17/2024","33,780.28","33,689.10","33,931.28","33,671.45","539.79M","0.63%"
"09/16/2024","33,569.98","33,422.27","33,733.80","33,415.53","519.66M","0.00%"
"09/13/2024","33,568.47","33,496.40","33,679.87","33,445.58","488.16M","0.34%"
"09/12/2024","33,453.78","33,538.36","33,600.06","33,171.29","764.20M","0.84%"
"09/11/2024","33,174.42","33,200.10","33,414.95","32,973.59","338.74M","-0.12%"
"09/10/2024","33,213.29","33,547.21","33,732.21","33,161.34","423.62M","-1.12%"
"09/09/2024","33,590.34","33,427.73","33,698.72","33,423.39","289.28M","0.90%"
"09/06/2024","33,291.39","33,610.89","33,841.15","33,243.05","457.29M","-1.17%"
"09/05/2024","33,684.80","33,579.82","33,841.40","33,551.21","364.00M","0.01%"
"09/04/2024","33,682.26","33,387.66","33,803.20","33,373.77","335.38M","-0.53%"
"09/03/2024","33,863.43","34,362.24","34,428.57","33,796.91","420.92M","-1.33%"
"09/02/2024","34,320.60","34,392.75","34,421.13","34,169.59","252.88M","-0.15%"
"08/30/2024","34,372.67","34,261.62","34,446.01","34,248.88","426.72M","0.53%"
"08/29/2024","34,192.06","33,907.78","34,193.87","33,906.84","333.43M","0.92%"
"08/28/2024","33,880.05","33,831.82","33,961.85","33,811.16","295.09M","0.30%"
"08/27/2024","33,778.80","33,654.37","33,836.18","33,630.75","383.59M","0.52%"
"08/26/2024","33,604.80","33,632.45","33,703.57","33,546.30","376.99M","-0.13%"
"08/23/2024","33,650.17","33,429.20","33,704.22","33,413.91","248.06M","1.02%"
"08/22/2024","33,310.93","33,306.81","33,435.60","33,277.20","288.93M","0.00%"
"08/21/2024","33,312.41","33,108.42","33,382.34","33,106.14","269.87M","0.72%"
"08/20/2024","33,075.62","33,344.19","33,461.46","33,066.92","317.62M","-0.57%"
"08/19/2024","33,266.32","33,052.78","33,364.50","33,046.95","462.80M","0.68%"
"08/16/2024","33,040.81","32,988.04","33,108.53","32,828.32","401.52M","2.20%"
"08/14/2024","32,328.03","32,187.81","32,343.62","32,150.00","280.14M","1.00%"
"08/13/2024","32,006.45","32,078.16","32,096.42","31,782.20","304.42M","0.24%"
"08/12/2024","31,928.32","31,889.15","32,066.22","31,810.52","228.42M","0.46%"
"08/09/2024","31,782.23","31,813.73","32,059.38","31,630.43","272.84M","0.13%"
"08/08/2024","31,741.91","31,554.20","31,781.59","31,287.68","351.41M","-0.28%"
"08/07/2024","31,831.64","31,352.27","31,914.27","31,217.06","468.29M","2.33%"
"08/06/2024","31,107.13","31,445.72","31,542.20","30,868.25","478.25M","-0.60%"
"08/05/2024","31,293.52","31,458.38","31,475.95","30,652.98","763.03M","-2.27%"
"08/02/2024","32,018.82","32,213.24","32,529.99","31,909.49","645.16M","-2.55%"
"08/01/2024","32,857.43","33,608.32","33,625.67","32,785.93","587.35M","-2.68%"
"07/31/2024","33,763.86","34,034.18","34,061.85","33,674.39","395.51M","-0.43%"
"07/30/2024","33,908.02","33,716.57","34,051.83","33,649.36","408.64M","0.79%"
"07/29/2024","33,640.83","34,023.14","34,065.08","33,572.93","288.20M","-0.51%"
"07/26/2024","33,812.44","33,724.68","33,888.82","33,675.86","330.94M","0.12%"
